Num_of_switch,IDs,Time
3,"1, 9, 10",4.9682533740997314
3,"1, 9, 10",4.990800857543945
3,"1, 9, 10",5.0164289474487305
3,"1, 9, 10",5.037968873977661
3,"1, 9, 10",5.052372455596924
3,"1, 9, 10",6.154993772506714
3,"1, 9, 10",6.1841681003570566
3,"1, 9, 10",6.207731485366821
3,"1, 9, 10",6.234131336212157
3,"1, 9, 10",6.249330043792725
