Num_of_switch,IDs,Time
3,"1, 5, 9",9.872227668762207
3,"1, 5, 9",9.885586738586426
2,"1, 9",9.93441677093506
2,"1, 9",9.955217838287354
2,"1, 9",9.98315715789795
2,"1, 9",10.003026485443117
2,"1, 9",10.010452032089232
2,"1, 9",10.940816402435305
2,"1, 9",10.952563285827637
2,"1, 9",10.97870635986328
2,"1, 9",10.997652530670166
2,"1, 9",11.007432699203491
