Num_of_switch,IDs,Time
2,"1, 6",100.2639455795288
2,"1, 6",100.42816686630249
2,"1, 6",100.55836296081543
2,"1, 6",100.65803456306458
2,"1, 6",100.66875004768372
2,"1, 6",101.39340591430664
2,"1, 6",101.4063401222229
2,"1, 6",101.616277217865
2,"1, 6",101.64538717269896
2,"1, 6",101.69351601600647
