Num_of_switch,IDs,Time
3,"1, 12, 16",32.18473029136658
2,"1, 16",32.22343873977661
2,"1, 16",32.44681739807129
2,"1, 16",32.531071186065674
2,"1, 16",32.63065004348755
2,"1, 16",32.67684936523437
2,"1, 16",33.29556941986084
2,"1, 16",33.32859635353089
2,"1, 16",33.42052102088928
2,"1, 16",33.45063042640686
2,"1, 16",33.49466872215271
