Num_of_switch,IDs,Time
3,"1, 17, 27",10.433608055114746
2,"1, 27",10.674158334732057
2,"1, 27",10.725637197494509
2,"1, 27",10.8099045753479
2,"1, 27",10.883314609527588
2,"1, 27",10.927154302597046
2,"1, 27",11.516109943389893
2,"1, 27",11.572432041168213
2,"1, 27",11.625987768173218
2,"1, 27",11.7231707572937
2,"1, 27",11.761377096176147
