Num_of_switch,IDs,Time
2,"1, 22",19.92704129219055
2,"1, 22",19.97575211524964
2,"1, 22",20.119582176208496
2,"1, 22",20.195628643035885
2,"1, 22",20.23927474021912
2,"1, 22",20.98643803596497
2,"1, 22",21.069289207458496
2,"1, 22",21.102803945541385
2,"1, 22",21.17710018157959
2,"1, 22",21.2113618850708
