Num_of_switch,IDs,Time
3,"1, 13, 11",42.161048889160156
3,"1, 13, 11",42.26737117767335
3,"1, 13, 11",42.45155739784241
3,"1, 13, 11",42.48734092712402
3,"1, 13, 11",42.51318454742432
3,"1, 13, 11",43.15447616577149
3,"1, 13, 11",43.232226610183716
3,"1, 13, 11",43.29046320915222
3,"1, 13, 11",43.3873438835144
3,"1, 13, 11",43.41341304779053
