Num_of_switch,IDs,Time
3,"1, 16, 13",38.08817577362061
3,"1, 16, 13",38.158808469772346
3,"1, 16, 13",38.21947193145753
3,"1, 16, 13",38.287993431091316
3,"1, 16, 13",38.32586693763733
3,"1, 16, 13",39.16831374168396
3,"1, 16, 13",39.17581343650818
3,"1, 16, 13",39.28673267364503
3,"1, 16, 13",39.382285118103034
3,"1, 16, 13",39.387115478515625
